ID,Source,Severity,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,Description,Street,City,County,State,event_year,split
A-6053880,Source1,2,2021-09-28 15:56:00,2022-09-28 17:41:00,525705.0,Construction on US-190 EB near SANCHEZ ST Road closed. Take alternate route.,Airline Hwy,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-5631028,Source1,2,2021-11-20 23:40:00,2022-11-21 01:25:00,525705.0,Incident on I-10 EB near LA-3188 Left lane blocked.,I-10 E,Norco,St. Charles,LA,2021.0,validation
A-6940296,Source1,2,2020-11-09 22:43:00,2021-11-10 00:28:00,525705.0,Incident on I-10 WB near LAKE PONTCHARTRAIN Drive with caution.,I-10 W,Slidell,St. Tammany,LA,2020.0,train
A-6721707,Source1,2,2020-12-31 18:45:00,2021-12-31 20:30:00,525705.0,Construction on I-10 EB near VERMILION RIVER Road closed. Take alternate route.,I-10 E,Breaux Bridge,St. Martin,LA,2020.0,train
A-5573923,Source1,2,2021-07-01 12:37:00,2022-07-01 14:22:00,525705.0,Incident on I-10 WB near CITY PARK LAKE Left lane blocked.,I-10,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-5758145,Source1,2,2021-10-28 16:07:00,2022-10-28 17:52:00,525705.0,Incident on I-12 WB near LA-43 Left lane blocked.,I-12,Hammond,Tangipahoa,LA,2021.0,validation
A-5561856,Source1,2,2021-09-23 05:14:00,2022-09-23 06:59:00,525705.0,Incident on I-10 WB near MORRISON RD Right lane blocked. Expect delays.,I-10,New Orleans,Orleans,LA,2021.0,validation
A-6844479,Source1,2,2020-10-28 01:16:00,2021-10-28 03:01:00,525705.0,Incident on I-12 WB near LACOMBE BAYOU Drive with caution.,I-12 W,Mandeville,St. Tammany,LA,2020.0,train
A-6752675,Source1,2,2020-09-30 06:21:00,2021-09-30 08:06:00,525705.0,Construction on I-610 WB near ORLEANS CANAL Road closed. Take alternate route.,I-610 W,New Orleans,Orleans,LA,2020.0,train
A-5991629,Source1,2,2021-09-19 18:31:00,2022-09-19 20:16:00,525705.0,Incident on I-10 WB near LA-395 Left lane blocked.,I-10,Welsh,Jefferson Davis,LA,2021.0,validation
A-5890946,Source1,4,2021-12-22 19:14:00,2022-12-22 20:59:00,525705.0,Construction on US-61 NB near VICTORIA DR Road closed. Take alternate route., Airline Hwy,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6382979,Source1,2,2021-01-24 12:36:00,2022-01-24 14:21:00,525705.0,Construction on I-10 WB near VETERANS BLVD Road closed. Take alternate route.,I-10 W,Metairie,Jefferson,LA,2021.0,validation
A-6072001,Source1,4,2021-11-06 21:30:00,2022-11-06 23:15:00,525705.0,Construction on I-55 NB near MANCHAC Road closed. Take alternate route.,I-55 N,LA Place,St. John the Baptist,LA,2021.0,validation
A-6797968,Source1,2,2020-11-09 19:19:00,2021-11-09 21:04:00,525705.0,Construction on I-10 WB near LA-91 Road closed. Take alternate route.,I-10 W,Crowley,Acadia,LA,2020.0,train
A-6649489,Source1,2,2020-09-23 22:53:00,2021-09-24 00:38:00,525705.0,Incident on I-210 WB near BAYOU CONTRABAND Right lane blocked. Expect delays.,I-210 W,Lake Charles,Calcasieu,LA,2020.0,train
A-6837527,Source1,2,2020-11-17 13:48:00,2021-11-17 15:33:00,525705.0,Incident on I-12 WB near LA-447 Right lane blocked. Expect delays.,I-12 W,Walker,Livingston,LA,2020.0,train
A-5675791,Source1,2,2021-10-23 10:08:00,2022-10-23 11:53:00,525705.0,Incident on US-90-BR WB near LOYOLA AVE Right lane blocked. Expect delays.,Pontchartrain Expy,New Orleans,Orleans,LA,2021.0,validation
A-5664295,Source1,2,2021-06-07 08:03:00,2022-06-07 09:48:00,525705.0,Incident on LA-488 WB near BRUYNINCKX RD Drive with caution., Twin Bridges Rd,Alexandria,Rapides,LA,2021.0,validation
A-6345012,Source1,4,2021-01-31 23:38:00,2022-02-01 01:23:00,525705.0,Construction on I-10 EB near PERKINS RD Road closed. Take alternate route.,I-10,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-5908110,Source1,2,2021-10-15 23:58:00,2022-10-16 01:43:00,525705.0,Construction on I-59 SB near W PEARL RIVER Road closed. Take alternate route.,I-59,Pearl River,St Tammany,LA,2021.0,validation
A-6567386,Source1,2,2021-01-10 07:24:00,2022-01-10 09:09:00,525705.0,Construction on I-10 EB near SUBURBAN CANAL Road closed. Take alternate route.,I-10 E,Metairie,Jefferson,LA,2021.0,validation
A-6328844,Source1,2,2021-11-17 07:53:00,2022-11-17 09:38:00,525705.0,Incident on I-12 WB near LACOMBE BAYOU Left lane blocked.,I-12 W,Lacombe,St. Tammany,LA,2021.0,validation
A-4729903,Source1,2,2022-01-04 15:23:00,2023-01-04 17:08:00,525705.0,Incident on I-10 EB near SUBURBAN CANAL Left lane blocked.,I-10 E,Metairie,Jefferson,LA,2022.0,calibration
A-6927799,Source1,2,2020-12-31 23:43:00,2022-01-01 01:28:00,525705.0,Incident on I-12 EB near LA-59 Right lane blocked. Expect delays.,I-12,Covington,St Tammany,LA,2020.0,train
A-6116826,Source1,2,2021-09-15 05:58:00,2022-09-15 07:43:00,525705.0,Incident on US-90-BR EB near US-90 Left lane blocked.,Pontchartrain Expy W,New Orleans,Orleans,LA,2021.0,validation
A-6799215,Source1,2,2020-09-12 14:07:00,2021-09-12 15:52:00,525705.0,Incident on I-10 WB near SMITH BAYOU Drive with caution.,I-10 W,Prairieville,Ascension,LA,2020.0,train
A-4436066,Source1,4,2022-02-18 06:55:00,2023-02-18 08:40:00,525705.0,Construction on I-10 WB near BAYOU LA BRANCH Road closed. Take alternate route.,I-10,Laplace,St John the Baptist,LA,2022.0,calibration
A-5932709,Source1,2,2021-06-11 15:14:00,2022-06-11 16:59:00,525705.0,Incident on I-210 EB near BROAD ST Left lane blocked.,I-210,Lake Charles,Calcasieu,LA,2021.0,validation
A-5749164,Source1,2,2021-09-15 10:57:00,2022-09-15 12:42:00,525705.0,Construction on I-10 EB near LA-1 Road closed. Take alternate route.,I-10 E,Port Allen,West Baton Rouge,LA,2021.0,validation
A-5771859,Source1,2,2021-09-18 05:45:00,2022-09-18 07:30:00,525705.0,Incident on I-10 EB near OLD NEW RIVER Left lane blocked.,I-10,Laplace,St John the Baptist,LA,2021.0,validation
A-6174084,Source1,2,2021-07-09 15:25:00,2022-07-09 17:10:00,525705.0,Incident on I-20 EB near HAMILTON RD Drive with caution.,I-20 E,Bossier City,Bossier,LA,2021.0,validation
A-5765253,Source1,2,2021-11-18 16:43:00,2022-11-18 18:28:00,525705.0,Construction on I-10 EB near BAYOU MANCHAC Road closed. Take alternate route.,I-10 E,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-5753429,Source1,2,2021-10-31 21:36:00,2022-10-31 23:21:00,525705.0,Construction on I-10 WB near ATCHAFALAYA BASIN MAIN CHANNEL Road closed. Take alternate route.,Bayou Teche Scenic Bywy,Breaux Bridge,St Martin,LA,2021.0,validation
A-6894437,Source1,2,2020-12-18 20:45:00,2021-12-18 22:30:00,525705.0,Incident on I-110 SB near I-10 Road closed. Take alternate route.,I-110 S,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-6145147,Source1,2,2021-07-04 17:52:00,2022-07-04 19:37:00,525705.0,Incident on I-12 WB near BLOOD RIVER Right lane blocked. Expect delays.,I-12,Holden,Livingston,LA,2021.0,validation
A-5593294,Source1,2,2021-12-14 18:24:00,2022-12-14 20:09:00,525705.0,Incident on I-10 WB near BAYOU MANCHAC Right shoulder closed.,I-10 W,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-5544114,Source1,2,2021-06-25 11:03:00,2022-06-25 12:48:00,525705.0,Incident on I-55 SB near I-12 Left lane blocked.,I-55,Hammond,Tangipahoa,LA,2021.0,validation
A-6907527,Source1,2,2020-12-23 20:29:00,2021-12-23 22:14:00,525705.0,Incident on I-10 WB near MORRISON RD Right lane blocked. Expect delays.,I-10 W,New Orleans,Orleans,LA,2020.0,train
A-5788857,Source1,2,2021-12-17 18:40:00,2022-12-17 20:25:00,525705.0,Incident on I-49 NB near I-10 Right lane blocked. Expect delays.,NW Evangeline Trwy,Lafayette,Lafayette,LA,2021.0,validation
A-5948574,Source1,2,2021-11-30 08:15:00,2022-11-30 10:00:00,525705.0,Incident on I-10 WB near JAHNCKE CANAL Left lane blocked.,I-10 W,New Orleans,Orleans,LA,2021.0,validation
A-6708674,Source1,2,2020-11-29 15:57:00,2021-11-29 17:42:00,525705.0,Construction on I-610 EB near LONDON AVE CANAL Road closed. Take alternate route.,I-610 E,New Orleans,Orleans,LA,2020.0,train
A-6304725,Source1,2,2021-11-12 17:15:00,2022-11-12 19:00:00,525705.0,Construction on I-12 EB near HOG BRANCH Road closed. Take alternate route.,I-12,Livingston,Livingston,LA,2021.0,validation
A-5904176,Source1,2,2021-07-26 21:30:00,2022-07-26 23:15:00,525705.0,Incident on I-12 EB near COLYELL CRK Right lane blocked. Expect delays.,I-12,Walker,Livingston,LA,2021.0,validation
A-5492571,Source1,2,2021-09-25 07:48:00,2022-09-25 09:33:00,525705.0,Incident on I-10 WB near ACADIA LAFAYETTE PARISH LINE Right lane blocked. Expect delays.,I-10 W,Scott,Lafayette,LA,2021.0,validation
A-3996914,Source1,2,2022-01-11 05:49:00,2023-01-11 07:34:00,525705.0,Incident on US-90-BR EB near I-10 Left lane blocked.,Pontchartrain Expy E,New Orleans,Orleans,LA,2022.0,calibration
A-5065513,Source1,2,2022-01-10 08:55:00,2023-01-10 10:40:00,525705.0,Construction on I-20 EB near CLARKE BAYOU Road closed. Take alternate route.,I-20,Minden,Webster,LA,2022.0,calibration
A-5940509,Source1,2,2021-10-28 08:57:00,2022-10-28 10:42:00,525705.0,Incident on I-220 WB near CROSS LAKE Left lane blocked.,I-220 W,Shreveport,Caddo,LA,2021.0,validation
A-6106262,Source1,2,2021-08-15 15:34:00,2022-08-15 17:19:00,525705.0,Construction on I-10 WB near COLLEGE DR Road closed. Take alternate route.,I-10,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6144170,Source1,2,2021-05-09 17:00:00,2022-05-09 18:45:00,525705.0,Construction on I-10 EB near LOYOLA DRIVE Road closed. Take alternate route.,I-10,Kenner,Jefferson,LA,2021.0,validation
A-6715030,Source1,2,2020-09-15 00:12:00,2021-09-15 01:57:00,525705.0,Incident on I-10 EB near CONWAY BAYOU Right lane blocked. Expect delays.,I-10 E,Garyville,St. John the Baptist,LA,2020.0,train
A-4795971,Source1,2,2022-01-13 16:03:00,2023-01-13 17:48:00,525705.0,Incident on I-12 WB near TANGIPAHOA RIVER Right lane blocked. Expect delays.,I-12,Hammond,Tangipahoa,LA,2022.0,calibration
A-5793176,Source1,2,2021-07-27 19:57:00,2022-07-27 21:42:00,525705.0,Incident on I-10 EB near LA-101 Left lane blocked.,I-10 E,Iowa,Jefferson Davis,LA,2021.0,validation
A-5809998,Source1,2,2021-09-25 02:46:00,2022-09-25 04:31:00,525705.0,Incident on I-10 EB near MAXENT CANAL Right lane blocked. Expect delays.,I-10 E,New Orleans,Orleans,LA,2021.0,validation
A-3887188,Source1,2,2022-02-20 16:02:00,2023-02-20 17:47:00,525705.0,Incident on I-10 WB near LAKE CHARLES Right lane blocked. Expect delays.,I-10,Lake Charles,Calcasieu,LA,2022.0,calibration
A-5599805,Source1,2,2021-06-10 10:01:00,2022-06-10 11:46:00,525705.0,Incident on I-10 WB near LA-3000 Right lane blocked. Expect delays.,I-10 W,Maringouin,Iberville,LA,2021.0,validation
A-6464595,Source1,2,2021-02-02 15:58:00,2022-02-02 17:43:00,525705.0,Incident on LA-70 WB near ASCENSION ST JAMES PARISH LINE Left lane blocked.,LA-70,Convent,St James,LA,2021.0,validation
A-4866038,Source1,2,2022-01-02 05:29:00,2023-01-02 07:14:00,525705.0,Incident on US-90 WB near MARTIN LUTHER KING JR BLVD Left lane blocked.,US-90,New Orleans,Orleans,LA,2022.0,calibration
A-6424844,Source1,2,2021-01-22 16:22:00,2022-01-22 18:07:00,525705.0,Incident on I-12 WB near LA-59 Left lane blocked.,I-12 W,Mandeville,St. Tammany,LA,2021.0,validation
A-6563652,Source1,4,2021-02-20 22:54:00,2022-02-21 00:39:00,525705.0,Construction on I-10 EB near INNER HARBOR NAVIGATION CANAL Road closed. Take alternate route.,I-10,New Orleans,Orleans,LA,2021.0,validation
A-6901282,Source1,2,2020-12-24 01:52:00,2021-12-24 03:37:00,525705.0,Incident on I-10 EB near LA-3188 Left lane blocked.,I-10 E,Saint Rose,St. Charles,LA,2020.0,train
A-5588371,Source1,2,2021-12-10 15:55:00,2022-12-10 17:40:00,525705.0,Construction on I-10 EB near OLD NEW RIVER Road closed. Take alternate route.,I-10,Laplace,St John the Baptist,LA,2021.0,validation
A-6399375,Source1,2,2021-02-20 22:54:00,2022-02-21 00:39:00,525705.0,Construction on I-10 EB near INNER HARBOR NAVIGATION CANAL Road closed. Take alternate route.,I-10,New Orleans,Orleans,LA,2021.0,validation
A-5603984,Source1,4,2021-09-30 16:01:00,2022-09-30 17:46:00,525705.0,Construction on I-10 WB near ACADIA LAFAYETTE PARISH LINE Road closed. Take alternate route.,I-10 W,Rayne,Acadia,LA,2021.0,validation
A-6591069,Source1,2,2021-01-01 01:24:00,2022-01-01 03:09:00,525705.0,Construction on I-49 SB near LA-3250 Road closed. Take alternate route.,I-49 S,Alexandria,Rapides,LA,2021.0,validation
A-3829882,Source1,2,2022-02-10 17:40:00,2023-02-10 19:25:00,525705.0,Incident on US-61 NB near LA-426 Right lane blocked. Expect delays., Airline Hwy,Baton Rouge,East Baton Rouge,LA,2022.0,calibration
A-5624544,Source1,4,2021-06-04 14:14:00,2022-06-04 15:59:00,525705.0,Construction on I-10 WB near CALCASIEU RIVER Road closed. Take alternate route., Front St,Lake Charles,Calcasieu,LA,2021.0,validation
A-6831335,Source1,2,2020-12-21 23:14:00,2021-12-22 00:59:00,525705.0,Incident on I-20 EB near LA-157 Left lane blocked.,I-20 E,Haughton,Bossier,LA,2020.0,train
A-5975559,Source1,2,2021-11-02 17:28:00,2022-11-02 19:13:00,525705.0,Construction on I-10 EB near US-190 Road closed. Take alternate route.,I-10,Slidell,St Tammany,LA,2021.0,validation
A-6549307,Source1,2,2021-01-01 13:55:00,2022-01-01 15:40:00,525705.0,Incident on I-10 WB near I-610 Left lane blocked.,I-10 W,New Orleans,Orleans,LA,2021.0,validation
A-6074812,Source1,2,2021-07-16 04:57:00,2022-07-16 06:42:00,525705.0,Construction on US-63 SB near LA-9 Road closed. Take alternate route., E 4th St,Lillie,Union,LA,2021.0,validation
A-5555059,Source1,2,2021-06-06 10:49:00,2022-06-06 12:34:00,525705.0,Incident on I-12 WB near LA-3002 Left lane blocked.,I-12,Denham Springs,Livingston,LA,2021.0,validation
A-5569332,Source1,2,2021-07-29 07:02:00,2022-07-29 08:47:00,525705.0,Incident on I-12 WB near LA-43 Right lane blocked. Expect delays.,I-12 W,Hammond,Tangipahoa,LA,2021.0,validation
A-5719316,Source1,2,2021-08-10 21:31:00,2022-08-10 23:16:00,525705.0,Incident on I-10 EB near LA-99 Right lane blocked. Expect delays.,I-10,Iowa,Jefferson Davis,LA,2021.0,validation
A-6179754,Source1,2,2021-04-27 15:42:00,2022-04-27 17:27:00,525705.0,Incident on I-610 WB near ORLEANS CANAL Right lane blocked. Expect delays.,I-610 W,New Orleans,Orleans,LA,2021.0,validation
A-6874023,Source1,2,2020-12-22 22:24:00,2021-12-23 00:09:00,525705.0,Incident on LA-1 NB near PORT ALLEN CANAL Right lane blocked. Expect delays.,LA Highway 1 S,Port Allen,West Baton Rouge,LA,2020.0,train
A-4210709,Source1,2,2022-01-26 16:10:00,2023-01-26 17:55:00,525705.0,Incident on I-59 SB near W PEARL RIVER Right lane blocked. Expect delays.,I-59,Pearl River,St Tammany,LA,2022.0,calibration
A-6174608,Source1,2,2021-05-07 15:06:00,2022-05-07 16:51:00,525705.0,Construction on I-10 EB near ATCHAFALAYA RIVER Road closed. Take alternate route.,I-10,Grosse Tete,Iberville,LA,2021.0,validation
A-6734909,Source1,2,2020-11-10 23:03:00,2021-11-11 00:48:00,525705.0,Incident on I-10 WB near LOYOLA DRIVE Right lane blocked. Expect delays.,I-10 W,Kenner,Jefferson,LA,2020.0,train
A-6608470,Source1,2,2020-12-10 23:10:00,2021-12-11 00:55:00,525705.0,Incident on I-55 NB near N PASS Left lane blocked.,I-55 N,Ponchatoula,Tangipahoa,LA,2020.0,train
A-6350363,Source1,2,2021-01-09 03:18:00,2022-01-09 05:03:00,525705.0,Incident on I-20 EB near TRAFFIC ST Right lane blocked. Expect delays.,I-20 E,Shreveport,Caddo,LA,2021.0,validation
A-6635514,Source1,2,2020-10-16 22:39:00,2021-10-17 00:24:00,525705.0,Incident on I-20 WB near FLAT RIVER Right lane blocked. Expect delays.,I-20,Bossier City,Bossier,LA,2020.0,train
A-5410872,Source1,4,2022-02-04 06:13:00,2023-02-04 07:58:00,525705.0,Construction on LA-3132 WB near BRUSH BAYOU Road closed. Take alternate route.,LA-3132,Shreveport,Caddo,LA,2022.0,calibration
A-6311438,Source1,4,2021-12-01 17:18:00,2022-12-01 19:03:00,525705.0,Construction on I-10 WB near VERDINE BAYOU Road closed. Take alternate route.,I-10 W,Westlake,Calcasieu,LA,2021.0,validation
A-6791552,Source1,2,2020-10-28 23:40:00,2021-10-29 01:25:00,525705.0,Incident on I-220 EB near LA-173 Left lane blocked.,Lakeshore Dr,Shreveport,Caddo,LA,2020.0,train
A-6600252,Source1,2,2020-10-17 17:46:00,2021-10-17 19:31:00,525705.0,Incident on I-10 WB near GROSSE TETE (LA-77) Left lane blocked.,I-10 W,Port Allen,West Baton Rouge,LA,2020.0,train
A-6486848,Source1,2,2021-01-20 01:37:00,2022-01-20 03:22:00,525705.0,Incident on I-10 WB near LAFAYETTE ST MARTIN PARISH LINE Right lane blocked. Expect delays.,I-10 W,Lafayette,Lafayette,LA,2021.0,validation
A-5671662,Source1,2,2021-10-08 16:43:00,2022-10-08 18:28:00,525705.0,Incident on I-10 EB near COON GULLY Left lane blocked.,I-10 E,Sulphur,Calcasieu,LA,2021.0,validation
A-5624598,Source1,2,2021-11-02 15:01:00,2022-11-02 16:46:00,525705.0,Incident on I-10 EB near LA-77 Right lane blocked. Expect delays.,Sidney Rd,Grosse Tete,Iberville,LA,2021.0,validation
A-6507291,Source1,2,2021-01-27 08:18:00,2022-01-27 10:03:00,525705.0,Incident on I-10 EB near LOUISA ST NORTH Expect long delays.,I-10 E,New Orleans,Orleans,LA,2021.0,validation
A-5644431,Source1,2,2021-05-14 13:33:00,2022-05-14 15:18:00,525705.0,Construction on I-12 EB near US-190 Road closed. Take alternate route.,I-12,Covington,St Tammany,LA,2021.0,validation
A-6099862,Source1,2,2021-09-09 16:01:00,2022-09-09 17:46:00,525705.0,Incident on I-10 WB near MISSISSIPPI RIVER Expect long delays.,I-10,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-6648634,Source1,2,2020-10-27 02:57:00,2021-10-27 04:42:00,525705.0,Construction on US-61 NB near BLOUNT RD Road closed. Take alternate route.,Scenic Hwy,Baton Rouge,East Baton Rouge,LA,2020.0,train
A-5918302,Source1,2,2021-05-10 17:41:00,2022-05-10 19:26:00,525705.0,Incident on I-220 WB near TWELVEMILE BAYOU Left lane blocked.,I-220,Shreveport,Caddo,LA,2021.0,validation
A-6343025,Source1,2,2021-02-06 19:11:00,2022-02-06 20:56:00,525705.0,Incident on I-12 WB near US-61 Drive with caution.,I-12,Baton Rouge,East Baton Rouge,LA,2021.0,validation
A-4636883,Source1,2,2022-02-05 22:27:00,2023-02-06 00:12:00,525705.0,Incident on US-90-BR EB near WESTBANK EXPY HOV LN Right lane blocked. Expect delays., Bodenger Blvd,New Orleans,Orleans,LA,2022.0,calibration
A-6870457,Source1,2,2020-11-17 06:47:00,2021-11-17 08:32:00,525705.0,Incident on I-10 EB near MORRISON RD Drive with caution.,I-10 E,New Orleans,Orleans,LA,2020.0,train
A-4411126,Source1,2,2022-02-03 12:13:00,2023-02-03 13:58:00,525705.0,Incident on I-10 WB near SAINT BERNARD AVE Drive with caution.,I-10,New Orleans,Orleans,LA,2022.0,calibration
A-4297530,Source1,2,2022-01-31 14:52:00,2023-01-31 16:37:00,525705.0,Construction on LA-347 NB near MARTHA HEBERT RD Road closed. Take alternate route.,Grand Point Hwy,Breaux Bridge,St. Martin,LA,2022.0,calibration
A-6209538,Source1,2,2021-12-04 10:05:00,2022-12-04 11:50:00,525705.0,Incident on I-10 WB near CALCASIEU RIVER Expect long delays.,I-10 W,Lake Charles,Calcasieu,LA,2021.0,validation
